任务类型,店铺名,站点,状态,记录时间
获取侵权信息,跃马扬鞭,墨西哥,失败：登录失效,2026-08-11 13:10:22
获取侵权信息,跃马扬鞭,巴西,失败：登录失效,2026-08-11 13:10:22
获取侵权信息,跃马扬鞭,智利,失败：登录失效,2026-08-11 13:10:22
获取侵权信息,跃马扬鞭,阿根廷,失败：登录失效,2026-08-11 13:10:22
获取侵权信息,跃马扬鞭,乌拉圭,失败：登录失效,2026-08-11 13:10:22
获取侵权信息,马到成功,墨西哥,失败：登录失效,2026-08-11 13:10:28
获取侵权信息,马到成功,阿根廷,失败：登录失效,2026-08-11 13:10:28
获取侵权信息,飞黄腾达3,墨西哥,失败：登录失效,2026-08-11 13:11:16
获取侵权信息,飞黄腾达3,巴西,失败：登录失效,2026-08-11 13:11:16
获取侵权信息,飞黄腾达3,阿根廷,失败：登录失效,2026-08-11 13:11:16
获取侵权信息,腾,墨西哥,失败：登录失效,2026-08-11 13:09:02
获取侵权信息,腾,阿根廷,失败：登录失效,2026-08-11 13:09:02
获取侵权信息,招财猫,墨西哥,失败：登录失效,2026-08-11 13:11:35
获取侵权信息,招财猫,巴西,失败：登录失效,2026-08-11 13:11:35
获取侵权信息,招财猫,阿根廷,失败：登录失效,2026-08-11 13:11:35
获取侵权信息,健步如飞,墨西哥,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-11 13:53:12
获取侵权信息,健步如飞,巴西,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-11 13:53:12
获取侵权信息,健步如飞,阿根廷,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-11 13:53:12
获取侵权信息,春暖花开,巴西,失败：登录失效,2026-08-11 13:09:45
获取侵权信息,春暖花开,阿根廷,失败：登录失效,2026-08-11 13:09:45
获取侵权信息,健步如飞2,墨西哥,失败：登录失效,2026-08-11 13:11:05
获取侵权信息,健步如飞2,巴西,失败：登录失效,2026-08-11 13:11:05
获取侵权信息,健步如飞2,阿根廷,失败：登录失效,2026-08-11 13:11:05
获取侵权信息,钱程似锦5,墨西哥,失败：登录失效,2026-08-11 13:12:09
获取侵权信息,钱程似锦5,巴西,失败：登录失效,2026-08-11 13:12:09
获取侵权信息,龙凤呈祥,墨西哥,失败：登录失效,2026-08-11 13:12:36
获取侵权信息,龙凤呈祥,巴西,失败：登录失效,2026-08-11 13:12:36
获取侵权信息,龙凤呈祥,阿根廷,失败：登录失效,2026-08-11 13:12:36
获取侵权信息,钱程似锦2,墨西哥,失败：登录失效,2026-08-11 13:13:06
获取侵权信息,钱程似锦2,巴西,失败：登录失效,2026-08-11 13:13:06
获取侵权信息,钱程似锦2,阿根廷,失败：登录失效,2026-08-11 13:13:06
获取侵权信息,梁山好汉666,墨西哥,失败：登录失效,2026-08-11 13:13:15
获取侵权信息,梁山好汉666,巴西,失败：登录失效,2026-08-11 13:13:15
获取侵权信息,高人一等,墨西哥,失败：登录失效,2026-08-11 13:13:24
获取侵权信息,高人一等,巴西,失败：登录失效,2026-08-11 13:13:24
获取侵权信息,高人一等,阿根廷,失败：登录失效,2026-08-11 13:13:24
获取侵权信息,功成名就,墨西哥,失败：登录失效,2026-08-11 13:13:47
获取侵权信息,功成名就,巴西,失败：登录失效,2026-08-11 13:13:47
获取侵权信息,功成名就,阿根廷,失败：登录失效,2026-08-11 13:13:47
获取侵权信息,金光闪闪,墨西哥,失败：登录失效,2026-08-11 13:13:38
获取侵权信息,金光闪闪,巴西,失败：登录失效,2026-08-11 13:13:38
获取侵权信息,金光闪闪,阿根廷,失败：登录失效,2026-08-11 13:13:38
获取侵权信息,杨雨萌3,墨西哥,失败：窗口ID不存在,2026-08-11 13:14:05
获取侵权信息,杨雨萌3,巴西,失败：窗口ID不存在,2026-08-11 13:14:05
获取侵权信息,聚财鼠,墨西哥,失败：登录失效,2026-08-11 13:14:06
获取侵权信息,聚财鼠,巴西,失败：登录失效,2026-08-11 13:14:06
获取侵权信息,顺风顺水(fti),墨西哥,失败：登录失效,2026-08-11 13:14:16
获取侵权信息,顺风顺水(fti),巴西,失败：登录失效,2026-08-11 13:14:16
获取侵权信息,顺风顺水(fti),智利,失败：登录失效,2026-08-11 13:14:16
获取侵权信息,顺风顺水(fti),阿根廷,失败：登录失效,2026-08-11 13:14:16
获取侵权信息,顺风顺水(fti),乌拉圭,失败：登录失效,2026-08-11 13:14:16
获取侵权信息,顺风顺水(fti),哥伦比亚,失败：登录失效,2026-08-11 13:14:16
