任务类型,店铺名,站点,状态,记录时间
获取侵权信息,春暖花开,巴西,失败：登录失效,2026-07-29 01:10:34
获取侵权信息,春暖花开,阿根廷,失败：登录失效,2026-07-29 01:10:34
获取侵权信息,策马奔腾,墨西哥,失败：登录失效,2026-07-29 01:10:22
获取侵权信息,策马奔腾,阿根廷,失败：登录失效,2026-07-29 01:10:22
获取侵权信息,马到成功,墨西哥,失败：登录失效,2026-07-29 01:13:08
获取侵权信息,马到成功,阿根廷,失败：登录失效,2026-07-29 01:13:08
获取侵权信息,钱程似锦5,墨西哥,失败：登录失效,2026-07-29 01:21:47
获取侵权信息,钱程似锦5,巴西,失败：登录失效,2026-07-29 01:21:47
获取侵权信息,聚财鼠,墨西哥,失败：登录失效,2026-07-29 01:36:04
获取侵权信息,聚财鼠,巴西,失败：登录失效,2026-07-29 01:36:04
获取侵权信息,杨雨萌3,墨西哥,失败：窗口ID不存在,2026-07-29 01:36:49
获取侵权信息,杨雨萌3,巴西,失败：窗口ID不存在,2026-07-29 01:36:49
