任务类型,店铺名,站点,状态,记录时间
获取侵权信息,高人一等,墨西哥,失败：登录失效,2026-08-11 01:41:16
获取侵权信息,高人一等,巴西,失败：登录失效,2026-08-11 01:41:16
获取侵权信息,高人一等,阿根廷,失败：登录失效,2026-08-11 01:41:16
获取侵权信息,健步如飞2,墨西哥,失败：登录失效,2026-08-11 01:36:29
获取侵权信息,健步如飞2,巴西,失败：登录失效,2026-08-11 01:36:29
获取侵权信息,健步如飞2,阿根廷,失败：登录失效,2026-08-11 01:36:29
获取侵权信息,马到成功,墨西哥,失败：登录失效,2026-08-11 01:36:10
获取侵权信息,马到成功,阿根廷,失败：登录失效,2026-08-11 01:36:10
获取侵权信息,龙马精神,墨西哥,失败：登录失效,2026-08-11 01:39:03
获取侵权信息,龙马精神,巴西,失败：登录失效,2026-08-11 01:39:03
获取侵权信息,龙马精神,阿根廷,失败：登录失效,2026-08-11 01:39:03
获取侵权信息,钱程似锦5,墨西哥,失败：登录失效,2026-08-11 01:38:44
获取侵权信息,钱程似锦5,巴西,失败：登录失效,2026-08-11 01:38:44
获取侵权信息,杨柳依依2,巴西,失败：登录失效,2026-08-11 01:37:54
获取侵权信息,杨柳依依2,阿根廷,失败：登录失效,2026-08-11 01:37:54
获取侵权信息,健步如飞,墨西哥,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-11 02:15:36
获取侵权信息,健步如飞,巴西,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-11 02:15:36
获取侵权信息,健步如飞,阿根廷,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-11 02:15:36
获取侵权信息,春暖花开,巴西,失败：登录失效,2026-08-11 01:35:21
获取侵权信息,春暖花开,阿根廷,失败：登录失效,2026-08-11 01:35:21
获取侵权信息,梁山好汉222,墨西哥,失败：登录失效,2026-08-11 01:39:48
获取侵权信息,梁山好汉222,巴西,失败：登录失效,2026-08-11 01:39:48
获取侵权信息,飞黄腾达3,墨西哥,失败：登录失效,2026-08-11 01:37:45
获取侵权信息,飞黄腾达3,巴西,失败：登录失效,2026-08-11 01:37:45
获取侵权信息,飞黄腾达3,阿根廷,失败：登录失效,2026-08-11 01:37:45
获取侵权信息,龙凤呈祥,墨西哥,失败：登录失效,2026-08-11 01:39:31
获取侵权信息,龙凤呈祥,巴西,失败：登录失效,2026-08-11 01:39:31
获取侵权信息,龙凤呈祥,阿根廷,失败：登录失效,2026-08-11 01:39:31
获取侵权信息,功成名就,墨西哥,失败：登录失效,2026-08-11 01:41:44
获取侵权信息,功成名就,巴西,失败：登录失效,2026-08-11 01:41:44
获取侵权信息,功成名就,阿根廷,失败：登录失效,2026-08-11 01:41:44
获取侵权信息,招财猫,墨西哥,失败：登录失效,2026-08-11 01:37:05
获取侵权信息,招财猫,巴西,失败：登录失效,2026-08-11 01:37:05
获取侵权信息,招财猫,阿根廷,失败：登录失效,2026-08-11 01:37:05
获取侵权信息,六六大顺,墨西哥,失败：登录失效,2026-08-11 01:34:57
获取侵权信息,六六大顺,巴西,失败：登录失效,2026-08-11 01:34:57
获取侵权信息,六六大顺,阿根廷,失败：登录失效,2026-08-11 01:34:57
获取侵权信息,飞黄腾达5,墨西哥,失败：登录失效,2026-08-11 01:37:16
获取侵权信息,飞黄腾达5,巴西,失败：登录失效,2026-08-11 01:37:16
获取侵权信息,飞黄腾达5,阿根廷,失败：登录失效,2026-08-11 01:37:16
获取侵权信息,金光闪闪,墨西哥,失败：登录失效,2026-08-11 01:41:54
获取侵权信息,金光闪闪,巴西,失败：登录失效,2026-08-11 01:41:54
获取侵权信息,金光闪闪,阿根廷,失败：登录失效,2026-08-11 01:41:54
获取侵权信息,钱程似锦2,墨西哥,失败：登录失效,2026-08-11 01:38:23
获取侵权信息,钱程似锦2,巴西,失败：登录失效,2026-08-11 01:38:23
获取侵权信息,钱程似锦2,阿根廷,失败：登录失效,2026-08-11 01:38:23
获取侵权信息,健步如飞1,墨西哥,失败：登录失效,2026-08-11 01:36:20
获取侵权信息,健步如飞1,巴西,失败：登录失效,2026-08-11 01:36:20
获取侵权信息,钱途无量,墨西哥,失败：登录失效,2026-08-11 01:35:29
获取侵权信息,钱途无量,巴西,失败：登录失效,2026-08-11 01:35:29
获取侵权信息,钱途无量,阿根廷,失败：登录失效,2026-08-11 01:35:29
获取侵权信息,跃马扬鞭,墨西哥,失败：登录失效,2026-08-11 01:35:52
获取侵权信息,跃马扬鞭,巴西,失败：登录失效,2026-08-11 01:35:52
获取侵权信息,跃马扬鞭,智利,失败：登录失效,2026-08-11 01:35:52
获取侵权信息,跃马扬鞭,阿根廷,失败：登录失效,2026-08-11 01:35:52
获取侵权信息,跃马扬鞭,乌拉圭,失败：登录失效,2026-08-11 01:35:52
获取侵权信息,腾,墨西哥,失败：登录失效,2026-08-11 01:34:41
获取侵权信息,腾,阿根廷,失败：登录失效,2026-08-11 01:34:41
获取侵权信息,梁山好汉666,墨西哥,失败：登录失效,2026-08-11 01:39:58
