任务类型,店铺名,站点,状态,记录时间
获取声誉信息,向华章2,,"失败：(2003, ""Can't connect to MySQL server on '192.168.1.11' ([WinError 10061] 由于目标计算机积极拒绝，无法连接。)"")",2026-08-28 15:08:03
获取声誉信息,向华章3,,"失败：(2003, ""Can't connect to MySQL server on '192.168.1.11' ([WinError 10061] 由于目标计算机积极拒绝，无法连接。)"")",2026-08-28 15:08:04
获取声誉信息,向华章4,,"失败：(2003, ""Can't connect to MySQL server on '192.168.1.11' ([WinError 10061] 由于目标计算机积极拒绝，无法连接。)"")",2026-08-28 15:08:04
获取声誉辅助信息,vngbjkk,墨西哥,失败：站点切换失败,2026-08-28 15:13:35
获取声誉辅助信息,龙,墨西哥,失败：站点切换失败,2026-08-28 15:13:56
获取声誉辅助信息,龙,阿根廷,失败：站点切换失败,2026-08-28 15:17:31
获取声誉辅助信息,腾,墨西哥,失败：站点切换失败,2026-08-28 15:14:02
获取声誉辅助信息,腾,阿根廷,失败：站点切换失败,2026-08-28 15:17:46
获取声誉辅助信息,四季如春,墨西哥,失败：站点切换失败,2026-08-28 15:14:10
获取声誉辅助信息,四季如春,巴西,失败：站点切换失败,2026-08-28 15:17:53
获取声誉辅助信息,四季如春,阿根廷,失败：站点切换失败,2026-08-28 15:21:37
获取声誉辅助信息,策马奔腾,墨西哥,失败：站点切换失败,2026-08-28 15:21:36
获取声誉辅助信息,策马奔腾,阿根廷,失败：站点切换失败,2026-08-28 15:25:19
获取声誉辅助信息,六六大顺,墨西哥,失败：站点切换失败,2026-08-28 15:17:28
获取声誉辅助信息,六六大顺,巴西,失败：站点切换失败,2026-08-28 15:21:14
获取声誉辅助信息,六六大顺,阿根廷,失败：站点切换失败,2026-08-28 15:25:21
获取声誉辅助信息,七星高照,墨西哥,失败：站点切换失败,2026-08-28 15:21:06
获取声誉辅助信息,七星高照,巴西,失败：站点切换失败,2026-08-28 15:24:48
获取声誉辅助信息,七星高照,阿根廷,失败：站点切换失败,2026-08-28 15:28:19
获取声誉辅助信息,春暖花开,巴西,失败：站点切换失败,2026-08-28 15:25:52
获取声誉辅助信息,春暖花开,阿根廷,失败：站点切换失败,2026-08-28 15:29:25
获取声誉辅助信息,鸿运当头,墨西哥,失败：站点切换失败,2026-08-28 15:29:47
获取声誉辅助信息,鸿运当头,阿根廷,失败：站点切换失败,2026-08-28 15:33:20
获取声誉辅助信息,一跃千里,巴西,失败：站点切换失败,2026-08-28 15:32:44
获取声誉辅助信息,一跃千里,阿根廷,失败：站点切换失败,2026-08-28 15:36:16
获取声誉辅助信息,钱途无量,墨西哥,失败：站点切换失败,2026-08-28 15:29:33
获取声誉辅助信息,钱途无量,巴西,失败：站点切换失败,2026-08-28 15:33:07
获取声誉辅助信息,钱途无量,阿根廷,失败：站点切换失败,2026-08-28 15:37:20
获取声誉辅助信息,大展宏图,墨西哥,失败：站点切换失败,2026-08-28 15:33:48
获取声誉辅助信息,大展宏图,巴西,失败：站点切换失败,2026-08-28 15:37:34
获取声誉辅助信息,大展宏图,阿根廷,失败：站点切换失败,2026-08-28 15:41:06
获取声誉辅助信息,马到成功,墨西哥,失败：站点切换失败,2026-08-28 15:37:34
获取声誉辅助信息,马到成功,阿根廷,失败：站点切换失败,2026-08-28 15:41:09
获取声誉辅助信息,健步如飞1,墨西哥,失败：站点切换失败,2026-08-28 15:43:05
获取声誉辅助信息,健步如飞1,巴西,失败：站点切换失败,2026-08-28 15:46:39
获取声誉辅助信息,健步如飞,墨西哥,失败：站点切换失败,2026-08-28 15:40:58
获取声誉辅助信息,健步如飞,巴西,失败：站点切换失败,2026-08-28 15:44:26
获取声誉辅助信息,健步如飞,阿根廷,失败：站点切换失败,2026-08-28 15:47:58
获取声誉辅助信息,飞黄腾达2,墨西哥,失败：站点切换失败,2026-08-28 15:45:25
获取声誉辅助信息,飞黄腾达2,巴西,失败：站点切换失败,2026-08-28 15:49:21
获取声誉辅助信息,飞黄腾达2,阿根廷,失败：站点切换失败,2026-08-28 15:52:55
获取声誉辅助信息,健步如飞2,墨西哥,失败：站点切换失败,2026-08-28 15:45:41
获取声誉辅助信息,健步如飞2,巴西,失败：站点切换失败,2026-08-28 15:49:37
获取声誉辅助信息,健步如飞2,阿根廷,失败：站点切换失败,2026-08-28 15:53:10
获取声誉辅助信息,飞黄腾达3,墨西哥,失败：站点切换失败,2026-08-28 15:50:46
获取声誉辅助信息,飞黄腾达3,巴西,失败：站点切换失败,2026-08-28 15:54:49
