任务类型,店铺名,站点,状态,记录时间
获取侵权信息,钱程似锦2,墨西哥,失败：登录失效,2026-08-20 13:08:00
获取侵权信息,钱程似锦2,巴西,失败：登录失效,2026-08-20 13:08:00
获取侵权信息,钱程似锦2,阿根廷,失败：登录失效,2026-08-20 13:08:00
获取侵权信息,钱程似锦5,墨西哥,失败：登录失效,2026-08-20 13:08:21
获取侵权信息,钱程似锦5,巴西,失败：登录失效,2026-08-20 13:08:21
获取侵权信息,春暖花开,巴西,失败：登录失效,2026-08-20 13:05:06
获取侵权信息,春暖花开,阿根廷,失败：登录失效,2026-08-20 13:05:06
获取侵权信息,招财猫,墨西哥,失败：登录失效,2026-08-20 13:07:02
获取侵权信息,招财猫,巴西,失败：登录失效,2026-08-20 13:07:02
获取侵权信息,招财猫,阿根廷,失败：登录失效,2026-08-20 13:07:02
获取侵权信息,龙争虎斗,巴西,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在关闭中，请稍后操作'}",2026-08-20 13:27:58
获取侵权信息,马到成功,墨西哥,失败：登录失效,2026-08-20 13:06:05
获取侵权信息,马到成功,阿根廷,失败：登录失效,2026-08-20 13:06:05
获取侵权信息,张健3,墨西哥,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-20 13:28:08
获取侵权信息,张健3,巴西,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-20 13:28:08
获取侵权信息,张健3,阿根廷,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-20 13:28:08
获取侵权信息,杨雨萌3,墨西哥,失败：窗口ID不存在,2026-08-20 13:12:33
获取侵权信息,杨雨萌3,巴西,失败：窗口ID不存在,2026-08-20 13:12:33
