任务类型,店铺名,站点,状态,记录时间
获取侵权信息,马到成功,墨西哥,失败：登录失效,2026-08-12 23:19:02
获取侵权信息,马到成功,阿根廷,失败：登录失效,2026-08-12 23:19:02
获取侵权信息,龙,墨西哥,失败：登录失效,2026-08-12 23:17:25
获取侵权信息,龙,阿根廷,失败：登录失效,2026-08-12 23:17:25
获取侵权信息,健步如飞,墨西哥,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-12 23:48:58
获取侵权信息,健步如飞,巴西,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-12 23:48:58
获取侵权信息,健步如飞,阿根廷,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-12 23:48:58
获取侵权信息,腾,墨西哥,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-12 23:49:04
获取侵权信息,腾,阿根廷,"失败：比特浏览器打开窗口失败，已重试3次：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-12 23:49:04
获取侵权信息,飞黄腾达3,墨西哥,失败：登录失效,2026-08-12 23:20:11
获取侵权信息,飞黄腾达3,巴西,失败：登录失效,2026-08-12 23:20:11
获取侵权信息,飞黄腾达3,阿根廷,失败：登录失效,2026-08-12 23:20:11
获取侵权信息,春暖花开,巴西,失败：登录失效,2026-08-12 23:18:19
获取侵权信息,春暖花开,阿根廷,失败：登录失效,2026-08-12 23:18:19
获取侵权信息,四季如春,墨西哥,失败：登录失效,2026-08-12 23:17:36
获取侵权信息,四季如春,巴西,失败：登录失效,2026-08-12 23:17:36
获取侵权信息,四季如春,阿根廷,失败：登录失效,2026-08-12 23:17:36
获取侵权信息,龙凤呈祥,墨西哥,失败：登录失效,2026-08-12 23:23:05
获取侵权信息,龙凤呈祥,巴西,失败：登录失效,2026-08-12 23:23:05
获取侵权信息,龙凤呈祥,阿根廷,失败：登录失效,2026-08-12 23:23:05
获取侵权信息,钱程似锦2,墨西哥,失败：登录失效,2026-08-12 23:21:53
获取侵权信息,钱程似锦2,巴西,失败：登录失效,2026-08-12 23:21:53
获取侵权信息,钱程似锦2,阿根廷,失败：登录失效,2026-08-12 23:21:53
获取侵权信息,虎虎生威（fti）,墨西哥,失败：登录失效,2026-08-12 23:24:15
获取侵权信息,虎虎生威（fti）,巴西,失败：登录失效,2026-08-12 23:24:15
获取侵权信息,虎虎生威（fti）,智利,失败：登录失效,2026-08-12 23:24:15
获取侵权信息,虎虎生威（fti）,阿根廷,失败：登录失效,2026-08-12 23:24:15
获取侵权信息,虎虎生威（fti）,乌拉圭,失败：登录失效,2026-08-12 23:24:15
获取侵权信息,虎虎生威（fti）,哥伦比亚,失败：登录失效,2026-08-12 23:24:15
获取侵权信息,高人一等,墨西哥,失败：登录失效,2026-08-12 23:25:37
获取侵权信息,高人一等,巴西,失败：登录失效,2026-08-12 23:25:37
获取侵权信息,高人一等,阿根廷,失败：登录失效,2026-08-12 23:25:37
获取侵权信息,金光闪闪,墨西哥,失败：登录失效,2026-08-12 23:26:48
获取侵权信息,金光闪闪,巴西,失败：登录失效,2026-08-12 23:26:48
获取侵权信息,金光闪闪,阿根廷,失败：登录失效,2026-08-12 23:26:48
获取侵权信息,杨雨萌3,墨西哥,失败：窗口ID不存在,2026-08-12 23:27:29
获取侵权信息,杨雨萌3,巴西,失败：窗口ID不存在,2026-08-12 23:27:29
