任务类型,店铺名,站点,状态,记录时间
获取声誉辅助信息,张健6,阿根廷,失败：站点切换失败,2026-09-08 12:19:15
获取声誉辅助信息,张健6,巴西,失败：站点切换失败,2026-09-08 12:20:23
获取声誉辅助信息,向华章2,阿根廷,失败：站点切换失败,2026-09-08 12:15:29
获取声誉辅助信息,向华章2,巴西,失败：站点切换失败,2026-09-08 12:16:36
获取声誉辅助信息,向华章2,墨西哥,失败：站点切换失败,2026-09-08 12:17:44
获取声誉辅助信息,招财猫,阿根廷,失败：登录失效,2026-09-08 12:19:05
获取声誉辅助信息,招财猫,巴西,失败：登录失效,2026-09-08 12:19:07
获取声誉辅助信息,招财猫,墨西哥,失败：登录失效,2026-09-08 12:19:07
获取声誉辅助信息,向华章1,阿根廷,失败：登录失效,2026-09-08 12:14:24
获取声誉辅助信息,向华章1,巴西,失败：登录失效,2026-09-08 12:14:26
获取声誉辅助信息,向华章1,墨西哥,失败：登录失效,2026-09-08 12:14:26
获取声誉辅助信息,一跃千里,巴西,失败：站点切换失败,2026-09-08 12:14:58
获取声誉辅助信息,一跃千里,墨西哥,失败：站点切换失败,2026-09-08 12:16:06
获取声誉辅助信息,向子立5,阿根廷,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '窗口序号174，不允许多个账号同时打开，xiangzili888正在打开，如需同时打开请前往窗口编辑页面，进行多开设置！'}",2026-09-08 12:16:53
获取声誉辅助信息,向子立5,巴西,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '窗口序号174，不允许多个账号同时打开，xiangzili888正在打开，如需同时打开请前往窗口编辑页面，进行多开设置！'}",2026-09-08 12:16:53
获取声誉辅助信息,向子立5,墨西哥,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '窗口序号174，不允许多个账号同时打开，xiangzili888正在打开，如需同时打开请前往窗口编辑页面，进行多开设置！'}",2026-09-08 12:16:53
获取声誉辅助信息,向华章4,阿根廷,失败：站点切换失败,2026-09-08 12:15:40
获取声誉辅助信息,向华章4,巴西,失败：站点切换失败,2026-09-08 12:16:48
获取声誉辅助信息,向华章4,墨西哥,失败：站点切换失败,2026-09-08 12:17:55
获取声誉辅助信息,健步如飞1,阿根廷,失败：站点切换失败,2026-09-08 12:14:54
获取声誉辅助信息,健步如飞1,墨西哥,失败：站点切换失败,2026-09-08 12:16:24
获取声誉辅助信息,vngbjkk,阿根廷,失败：登录失效,2026-09-08 12:13:41
获取声誉辅助信息,vngbjkk,巴西,失败：登录失效,2026-09-08 12:13:43
获取声誉辅助信息,vngbjkk,墨西哥,失败：登录失效,2026-09-08 12:13:43
获取声誉辅助信息,向华章3,阿根廷,失败：站点切换失败,2026-09-08 12:15:31
获取声誉辅助信息,向华章3,巴西,失败：站点切换失败,2026-09-08 12:16:38
获取声誉辅助信息,向华章3,墨西哥,失败：站点切换失败,2026-09-08 12:17:46
获取声誉辅助信息,向子立4,阿根廷,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '窗口序号156，不允许多个账号同时打开，xiangzili888正在打开，如需同时打开请前往窗口编辑页面，进行多开设置！'}",2026-09-08 12:15:45
获取声誉辅助信息,向子立4,巴西,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '窗口序号156，不允许多个账号同时打开，xiangzili888正在打开，如需同时打开请前往窗口编辑页面，进行多开设置！'}",2026-09-08 12:15:45
获取声誉辅助信息,向子立4,墨西哥,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '窗口序号156，不允许多个账号同时打开，xiangzili888正在打开，如需同时打开请前往窗口编辑页面，进行多开设置！'}",2026-09-08 12:15:45
获取声誉辅助信息,向华章5,阿根廷,失败：站点切换失败,2026-09-08 12:15:46
获取声誉辅助信息,向华章5,巴西,失败：站点切换失败,2026-09-08 12:16:54
获取声誉辅助信息,向华章5,墨西哥,失败：站点切换失败,2026-09-08 12:18:01
获取声誉辅助信息,cs,巴西,失败：登录失效,2026-09-08 12:13:35
获取声誉辅助信息,cs,墨西哥,失败：登录失效,2026-09-08 12:13:37
获取声誉辅助信息,七星高照,阿根廷,失败：登录失效,2026-09-08 12:13:53
获取声誉辅助信息,七星高照,巴西,失败：登录失效,2026-09-08 12:13:55
获取声誉辅助信息,七星高照,墨西哥,失败：登录失效,2026-09-08 12:13:55
获取声誉辅助信息,大展宏图,阿根廷,失败：站点切换失败,2026-09-08 12:18:11
获取声誉辅助信息,光彩夺目,阿根廷,失败：站点切换失败,2026-09-08 12:17:54
获取声誉辅助信息,光彩夺目,巴西,失败：站点切换失败,2026-09-08 12:21:54
获取声誉辅助信息,光彩夺目,墨西哥,失败：光彩夺目 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=140.0.7339.265) Stacktrace: 0 chromedriver 0x0000000102b0fea4 cxxbridge1$str$ptr + 29009,2026-09-08 12:28:28
获取声誉辅助信息,健步如飞2,阿根廷,失败：站点切换失败,2026-09-08 12:17:48
获取声誉辅助信息,健步如飞2,巴西,失败：站点切换失败,2026-09-08 12:21:50
获取声誉辅助信息,健步如飞2,墨西哥,失败：健步如飞2 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=140.0.7339.265) Stacktrace: 0 chromedriver 0x000000010342bea4 cxxbridge1$str$ptr + 2900,2026-09-08 12:28:28
获取声誉辅助信息,健步如飞,阿根廷,失败：站点切换失败,2026-09-08 12:17:34
获取声誉辅助信息,健步如飞,巴西,失败：站点切换失败,2026-09-08 12:21:32
获取声誉辅助信息,健步如飞,墨西哥,失败：健步如飞 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=140.0.7339.265) Stacktrace: 0 chromedriver 0x000000010542fea4 cxxbridge1$str$ptr + 29009,2026-09-08 12:28:28
获取声誉辅助信息,四季如春,阿根廷,失败：站点切换失败,2026-09-08 12:20:31
获取声誉辅助信息,四季如春,巴西,失败：访问限频,2026-09-08 12:23:16
获取声誉辅助信息,四季如春,墨西哥,失败：四季如春 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=140.0.7339.265) Stacktrace: 0 chromedriver 0x0000000100727ea4 cxxbridge1$str$ptr + 29009,2026-09-08 12:30:03
获取声誉辅助信息,向知屿13,阿根廷,失败：站点切换失败,2026-09-08 12:20:14
获取声誉辅助信息,向知屿13,巴西,失败：访问限频,2026-09-08 12:22:57
获取声誉辅助信息,向知屿13,墨西哥,失败：向知屿13 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=148.0.7778.265) Stacktrace: 0 chromedriver 0x00000001049c7528 cxxbridge1$str$ptr + 3246,2026-09-08 12:30:36
获取声誉辅助信息,张健3,阿根廷,失败：站点切换失败,2026-09-08 12:21:50
获取声誉辅助信息,张健3,巴西,失败：张健3 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=146.0.7680.185) Stacktrace: 0 chromedriver 0x000000010085e7a0 cxxbridge1$str$ptr + 316072,2026-09-08 12:28:15
获取声誉辅助信息,张健3,墨西哥,失败：张健3 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=146.0.7680.185) Stacktrace: 0 chromedriver 0x000000010085e7a0 cxxbridge1$str$ptr + 316072,2026-09-08 12:30:48
获取声誉辅助信息,张健5,阿根廷,失败：站点切换失败,2026-09-08 12:21:51
获取声誉辅助信息,张健5,巴西,失败：张健5 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=146.0.7680.185) Stacktrace: 0 chromedriver 0x000000010343a7a0 cxxbridge1$str$ptr + 316072,2026-09-08 12:28:59
获取声誉辅助信息,张健5,墨西哥,失败：站点切换失败,2026-09-08 12:32:28
获取声誉辅助信息,招财猫222,阿根廷,失败：站点切换失败,2026-09-08 12:23:09
获取声誉辅助信息,招财猫222,巴西,失败：招财猫222 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=148.0.7778.265) Stacktrace: 0 chromedriver 0x0000000100a03528 cxxbridge1$str$ptr + 324,2026-09-08 12:30:32
获取声誉辅助信息,招财猫222,墨西哥,失败：站点切换失败,2026-09-08 12:34:56
获取声誉辅助信息,张昕1,阿根廷,失败：站点切换失败,2026-09-08 12:22:06
获取声誉辅助信息,张昕1,巴西,失败：站点切换失败,2026-09-08 12:25:58
获取声誉辅助信息,张昕1,智利,失败：张昕1 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=148.0.7778.265) Stacktrace: 0 chromedriver 0x000000010120b528 cxxbridge1$str$ptr + 324694,2026-09-08 12:30:28
获取声誉辅助信息,张昕1,墨西哥,失败：站点切换失败,2026-09-08 12:34:56
获取声誉辅助信息,招财猫333,阿根廷,失败：站点切换失败,2026-09-08 12:24:53
获取声誉辅助信息,招财猫333,巴西,失败：招财猫333 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=148.0.7778.265) Stacktrace: 0 chromedriver 0x0000000100e3b528 cxxbridge1$str$ptr + 324,2026-09-08 12:31:10
获取声誉辅助信息,招财猫333,墨西哥,失败：站点切换失败,2026-09-08 12:35:04
获取声誉辅助信息,杨雨萌5,阿根廷,失败：登录失效,2026-09-08 12:35:26
获取声誉辅助信息,杨雨萌5,巴西,失败：登录失效,2026-09-08 12:35:28
获取声誉辅助信息,杨雨萌5,墨西哥,失败：登录失效,2026-09-08 12:35:28
获取声誉辅助信息,来财马,阿根廷,失败：来财马 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=146.0.7680.185) Stacktrace: 0 chromedriver 0x00000001031127a0 cxxbridge1$str$ptr + 316072,2026-09-08 12:31:14
获取声誉辅助信息,来财马,巴西,失败：站点切换失败,2026-09-08 12:35:09
获取声誉辅助信息,来财马,墨西哥,失败：站点切换失败,2026-09-08 12:41:55
获取声誉辅助信息,旺财狗,阿根廷,失败：旺财狗 打开美客多业务页失败：Message: unknown error: net::ERR_CONNECTION_CLOSED (Session info: chrome=140.0.7339.265) Stacktrace: 0 chromedriver 0x0000000104a7bea4 cxxbridge1$str$ptr + 290094,2026-09-08 12:31:13
获取声誉辅助信息,旺财狗,巴西,失败：站点切换失败,2026-09-08 12:35:09
获取声誉辅助信息,旺财狗,墨西哥,失败：站点切换失败,2026-09-08 12:41:54
获取声誉辅助信息,杨柳依依1,阿根廷,失败：站点切换失败,2026-09-08 12:32:23
获取声誉辅助信息,杨柳依依1,巴西,失败：站点切换失败,2026-09-08 12:36:14
获取声誉辅助信息,杨柳依依1,墨西哥,失败：站点切换失败,2026-09-08 12:44:32
获取声誉辅助信息,杨柳依依2,阿根廷,失败：站点切换失败,2026-09-08 12:34:57
获取声誉辅助信息,杨柳依依2,巴西,失败：站点切换失败,2026-09-08 12:41:54
获取声誉辅助信息,杨柳依依2,墨西哥,失败：站点切换失败,2026-09-08 12:45:47
获取声誉辅助信息,杨柳依依4,阿根廷,失败：站点切换失败,2026-09-08 12:35:00
获取声誉辅助信息,杨柳依依4,巴西,失败：站点切换失败,2026-09-08 12:41:54
获取声誉辅助信息,杨柳依依4,墨西哥,失败：站点切换失败,2026-09-08 12:45:49
获取声誉辅助信息,梁山好汉333,阿根廷,失败：站点切换失败,2026-09-08 12:43:12
获取声誉辅助信息,梁山好汉333,巴西,失败：访问限频,2026-09-08 12:45:55
获取声誉辅助信息,杨雨萌11,阿根廷,失败：站点切换失败,2026-09-08 12:35:20
获取声誉辅助信息,杨雨萌11,巴西,失败：站点切换失败,2026-09-08 12:43:14
获取声誉辅助信息,杨雨萌11,墨西哥,失败：访问限频,2026-09-08 12:45:56
获取声誉辅助信息,梁山好汉222,阿根廷,失败：站点切换失败,2026-09-08 12:43:13
获取声誉辅助信息,梁山好汉222,巴西,失败：访问限频,2026-09-08 12:45:56
获取声誉辅助信息,腾,阿根廷,失败：登录失效,2026-09-08 12:51:10
获取声誉辅助信息,腾,巴西,失败：登录失效,2026-09-08 12:51:12
获取声誉辅助信息,腾,墨西哥,失败：登录失效,2026-09-08 12:51:12
获取声誉辅助信息,蒋学斌3,巴西,失败：登录失效,2026-09-08 12:51:23
