任务类型,店铺名,站点,状态,记录时间
获取声誉信息,钱程似锦2,墨西哥,失败：登录失效,2026-08-20 14:28:47
获取声誉信息,钱程似锦2,巴西,失败：登录失效,2026-08-20 14:28:57
获取声誉信息,钱程似锦2,阿根廷,失败：登录失效,2026-08-20 14:28:57
获取声誉信息,龙争虎斗,巴西,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在关闭中，请稍后操作'}",2026-08-20 17:30:39
获取声誉信息,钱程似锦5,墨西哥,失败：登录失效,2026-08-20 14:33:12
获取声誉信息,钱程似锦5,巴西,失败：登录失效,2026-08-20 14:33:22
获取声誉信息,张健3,墨西哥,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-20 17:30:49
获取声誉信息,张健3,巴西,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-20 17:30:49
获取声誉信息,张健3,阿根廷,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-20 17:30:49
获取声誉信息,杨雨萌3,墨西哥,失败：窗口ID不存在,2026-08-20 15:27:18
获取声誉信息,杨雨萌3,巴西,失败：窗口ID不存在,2026-08-20 15:27:18
