任务类型,店铺名,站点,状态,记录时间
获取声誉信息,春暖花开,巴西,失败：登录失效,2026-08-17 23:02:41
获取声誉信息,春暖花开,阿根廷,失败：登录失效,2026-08-17 23:02:51
获取声誉信息,腾,墨西哥,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-18 02:54:18
获取声誉信息,腾,阿根廷,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-18 02:54:18
获取声誉信息,马到成功,墨西哥,失败：登录失效,2026-08-17 23:17:59
获取声誉信息,马到成功,阿根廷,失败：登录失效,2026-08-17 23:18:09
获取声誉信息,招财猫,墨西哥,失败：登录失效,2026-08-17 23:43:20
获取声誉信息,招财猫,巴西,失败：登录失效,2026-08-17 23:43:30
获取声誉信息,招财猫,阿根廷,失败：登录失效,2026-08-17 23:43:30
获取声誉信息,钱程似锦2,墨西哥,失败：登录失效,2026-08-18 00:00:02
获取声誉信息,钱程似锦2,巴西,失败：登录失效,2026-08-18 00:00:12
获取声誉信息,钱程似锦2,阿根廷,失败：登录失效,2026-08-18 00:00:12
获取声誉信息,张健3,墨西哥,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-18 02:54:24
获取声誉信息,张健3,巴西,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-18 02:54:24
获取声誉信息,张健3,阿根廷,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-18 02:54:24
获取声誉信息,杨雨萌3,墨西哥,失败：窗口ID不存在,2026-08-18 01:24:58
获取声誉信息,杨雨萌3,巴西,失败：窗口ID不存在,2026-08-18 01:24:58
