任务类型,店铺名,站点,状态,记录时间
获取声誉信息,春暖花开,巴西,失败：登录失效,2026-08-14 20:08:36
获取声誉信息,春暖花开,阿根廷,失败：登录失效,2026-08-14 20:08:46
获取声誉信息,腾,墨西哥,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-15 00:09:31
获取声誉信息,腾,阿根廷,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-15 00:09:31
获取声誉信息,马到成功,墨西哥,失败：登录失效,2026-08-14 20:35:08
获取声誉信息,马到成功,阿根廷,失败：登录失效,2026-08-14 20:35:18
获取声誉信息,钱程似锦2,墨西哥,失败：登录失效,2026-08-14 21:15:15
获取声誉信息,钱程似锦2,巴西,失败：登录失效,2026-08-14 21:15:25
获取声誉信息,钱程似锦2,阿根廷,失败：登录失效,2026-08-14 21:15:25
获取声誉信息,张健3,墨西哥,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-15 00:09:38
获取声誉信息,张健3,巴西,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-15 00:09:38
获取声誉信息,张健3,阿根廷,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-15 00:09:38
获取声誉信息,高人一等,墨西哥,失败：登录失效,2026-08-14 21:59:46
获取声誉信息,高人一等,巴西,失败：登录失效,2026-08-14 21:59:56
获取声誉信息,高人一等,阿根廷,失败：登录失效,2026-08-14 21:59:56
获取声誉信息,杨雨萌3,墨西哥,失败：窗口ID不存在,2026-08-14 22:23:49
获取声誉信息,杨雨萌3,巴西,失败：窗口ID不存在,2026-08-14 22:23:49
