任务类型,店铺名,站点,状态,记录时间
获取声誉辅助信息,四季如春,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,四季如春,巴西,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,四季如春,墨西哥,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,张健2,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,张健2,巴西,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,张健2,墨西哥,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,向子立5,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,向子立5,巴西,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,向子立5,墨西哥,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,向子立3,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,向子立3,巴西,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,向子立3,墨西哥,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,张健6,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,张健6,巴西,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,张健6,墨西哥,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,大展宏图,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,大展宏图,智利,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,七星高照,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,七星高照,巴西,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,七星高照,墨西哥,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,yym cs,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,yym cs,巴西,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,yym cs,智利,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,yym cs,墨西哥,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,向子立4,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,向子立4,巴西,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,向子立4,墨西哥,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,向华章5,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,向华章5,巴西,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,向华章5,墨西哥,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,健步如飞,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,健步如飞,巴西,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,健步如飞,墨西哥,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,孙董一郎1,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,孙董一郎1,巴西,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,孙董一郎1,墨西哥,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,张健5,阿根廷,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
获取声誉辅助信息,张健5,巴西,"失败：匹配授权店铺浏览器窗口失败：HTTPConnectionPool(host='127.0.0.1', port=54345): Max retries exceeded with url: /browser/list (Caused by NewConnectionError(""HTTPConnection(host='127.0.0.1', port",2026-09-21 14:02:45
