任务类型,店铺名,站点,状态,记录时间
获取声誉辅助信息,健步如飞,巴西,失败：站点切换失败,2026-09-04 19:36:37
获取声誉辅助信息,健步如飞,墨西哥,失败：站点切换失败,2026-09-04 19:37:44
获取声誉辅助信息,光彩夺目,阿根廷,失败：站点切换失败,2026-09-04 19:39:00
获取声誉辅助信息,光彩夺目,巴西,失败：站点切换失败,2026-09-04 19:40:07
获取声誉辅助信息,vngbjkk,阿根廷,失败：登录失效,2026-09-04 19:34:51
获取声誉辅助信息,vngbjkk,巴西,失败：登录失效,2026-09-04 19:34:53
获取声誉辅助信息,vngbjkk,墨西哥,失败：登录失效,2026-09-04 19:34:53
获取声誉辅助信息,七星高照,阿根廷,失败：站点切换失败,2026-09-04 19:35:29
获取声誉辅助信息,七星高照,巴西,失败：站点切换失败,2026-09-04 19:36:43
获取声誉辅助信息,健步如飞2,阿根廷,失败：站点切换失败,2026-09-04 19:38:31
获取声誉辅助信息,健步如飞2,巴西,失败：站点切换失败,2026-09-04 19:39:39
获取声誉辅助信息,健步如飞2,墨西哥,失败：站点切换失败,2026-09-04 19:40:46
获取声誉辅助信息,健步如飞1,阿根廷,失败：站点切换失败,2026-09-04 19:38:15
获取声誉辅助信息,健步如飞1,墨西哥,失败：站点切换失败,2026-09-04 19:39:47
获取声誉辅助信息,一跃千里,巴西,失败：站点切换失败,2026-09-04 19:35:19
获取声誉辅助信息,一跃千里,墨西哥,失败：站点切换失败,2026-09-04 19:36:26
获取声誉辅助信息,功成名就fti,阿根廷,失败：站点切换失败,2026-09-04 19:42:10
获取声誉辅助信息,功成名就fti,墨西哥,失败：站点切换失败,2026-09-04 19:43:42
获取声誉辅助信息,向华章2,阿根廷,失败：登录失效,2026-09-04 19:46:27
获取声誉辅助信息,向华章2,巴西,失败：登录失效,2026-09-04 19:46:29
获取声誉辅助信息,向华章2,墨西哥,失败：登录失效,2026-09-04 19:46:29
获取声誉辅助信息,向华章1,阿根廷,失败：登录失效,2026-09-04 19:46:31
获取声誉辅助信息,向华章1,巴西,失败：登录失效,2026-09-04 19:46:33
获取声誉辅助信息,向华章1,墨西哥,失败：登录失效,2026-09-04 19:46:33
获取声誉辅助信息,向华章3,阿根廷,失败：登录失效,2026-09-04 19:48:44
获取声誉辅助信息,向华章3,巴西,失败：登录失效,2026-09-04 19:48:46
获取声誉辅助信息,向华章3,墨西哥,失败：登录失效,2026-09-04 19:48:46
获取声誉辅助信息,向华章4,阿根廷,失败：站点切换失败,2026-09-04 19:49:11
获取声誉辅助信息,向华章4,巴西,失败：站点切换失败,2026-09-04 19:50:32
获取声誉辅助信息,向华章4,墨西哥,失败：站点切换失败,2026-09-04 19:51:47
获取声誉辅助信息,向子立4,阿根廷,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '窗口序号156，不允许多个账号同时打开，xiangzili888正在打开，如需同时打开请前往窗口编辑页面，进行多开设置！'}",2026-09-04 19:53:02
获取声誉辅助信息,向子立4,巴西,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '窗口序号156，不允许多个账号同时打开，xiangzili888正在打开，如需同时打开请前往窗口编辑页面，进行多开设置！'}",2026-09-04 19:53:02
获取声誉辅助信息,向子立4,墨西哥,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '窗口序号156，不允许多个账号同时打开，xiangzili888正在打开，如需同时打开请前往窗口编辑页面，进行多开设置！'}",2026-09-04 19:53:02
获取声誉辅助信息,向华章5,阿根廷,失败：站点切换失败,2026-09-04 19:50:47
获取声誉辅助信息,向华章5,巴西,失败：站点切换失败,2026-09-04 19:51:58
获取声誉辅助信息,向华章5,墨西哥,失败：站点切换失败,2026-09-04 19:53:26
获取声誉辅助信息,向子立5,阿根廷,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '窗口序号174，不允许多个账号同时打开，xiangzili888正在打开，如需同时打开请前往窗口编辑页面，进行多开设置！'}",2026-09-04 19:54:09
获取声誉辅助信息,向子立5,巴西,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '窗口序号174，不允许多个账号同时打开，xiangzili888正在打开，如需同时打开请前往窗口编辑页面，进行多开设置！'}",2026-09-04 19:54:09
