任务类型,店铺名,站点,状态,记录时间
获取声誉信息,腾,墨西哥,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-12 11:27:39
获取声誉信息,腾,阿根廷,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-12 11:27:39
获取声誉信息,春暖花开,巴西,失败：登录失效,2026-08-12 10:53:43
获取声誉信息,春暖花开,阿根廷,失败：登录失效,2026-08-12 10:53:53
获取声誉信息,马到成功,墨西哥,失败：登录失效,2026-08-12 10:53:50
获取声誉信息,马到成功,阿根廷,失败：登录失效,2026-08-12 10:54:00
获取声誉信息,健步如飞,墨西哥,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-12 11:27:47
获取声誉信息,健步如飞,巴西,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-12 11:27:47
获取声誉信息,健步如飞,阿根廷,"失败：打开比特浏览器窗口失败，已重试 3 次，最后返回：{'success': False, 'msg': '浏览器正在打开中'}",2026-08-12 11:27:47
获取声誉信息,飞黄腾达3,墨西哥,失败：登录失效,2026-08-12 10:55:31
获取声誉信息,飞黄腾达3,巴西,失败：登录失效,2026-08-12 10:55:41
获取声誉信息,飞黄腾达3,阿根廷,失败：登录失效,2026-08-12 10:55:41
获取声誉信息,钱程似锦2,墨西哥,失败：登录失效,2026-08-12 10:56:06
获取声誉信息,钱程似锦2,巴西,失败：登录失效,2026-08-12 10:56:16
获取声誉信息,钱程似锦2,阿根廷,失败：登录失效,2026-08-12 10:56:16
获取声誉信息,龙凤呈祥,墨西哥,失败：登录失效,2026-08-12 10:57:12
获取声誉信息,龙凤呈祥,巴西,失败：登录失效,2026-08-12 10:57:22
获取声誉信息,龙凤呈祥,阿根廷,失败：登录失效,2026-08-12 10:57:22
获取声誉信息,高人一等,墨西哥,失败：登录失效,2026-08-12 10:58:57
获取声誉信息,高人一等,巴西,失败：登录失效,2026-08-12 10:59:07
获取声誉信息,高人一等,阿根廷,失败：登录失效,2026-08-12 10:59:07
获取声誉信息,金光闪闪,墨西哥,失败：登录失效,2026-08-12 10:59:03
获取声誉信息,金光闪闪,巴西,失败：登录失效,2026-08-12 10:59:13
获取声誉信息,金光闪闪,阿根廷,失败：登录失效,2026-08-12 10:59:13
获取声誉信息,杨雨萌3,墨西哥,失败：窗口ID不存在,2026-08-12 10:59:18
获取声誉信息,杨雨萌3,巴西,失败：窗口ID不存在,2026-08-12 10:59:18
获取声誉信息,功成名就,墨西哥,失败：登录失效,2026-08-12 11:00:45
获取声誉信息,功成名就,巴西,失败：登录失效,2026-08-12 11:00:55
获取声誉信息,功成名就,阿根廷,失败：登录失效,2026-08-12 11:00:55
